username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
SingleandSane1;2016-10-28 12:53;0;0;. @SenatorKirk You did not honor Duckworth's family's service w/your comment. Your statement afterwards lacked an apology. Make it heartfelt.;;@SenatorKirk;;7.91956E+17;https://twitter.com/SingleandSane1/status/791956056209432576;
Bad_Aim_Band;2016-10-28 12:51;0;1;@ActualFlatticus @NextGenClimate @jamisonfoser @SenatorKirk @HRC Likely because his votes this year have been pathetic attempts to keep seat;;@ActualFlatticus @NextGenClimate @jamisonfoser @SenatorKirk @HRC;;7.91955E+17;https://twitter.com/Bad_Aim_Band/status/791955446412173313;
MiriamCadyPhD;2016-10-28 12:50;0;0;"I didn't like HRC's basket of deplorables"" comment, but that's most certainly where @SenatorKirk has put himself with his racist comments""";;@SenatorKirk;;7.91955E+17;https://twitter.com/MiriamCadyPhD/status/791955360122753028;
jedegrass;2016-10-28 12:50;0;1;@SenatorKirk So, what's your justification for asking Tammy that question?;;@SenatorKirk;;7.91955E+17;https://twitter.com/jedegrass/status/791955225535930369;
brainouty;2016-10-28 12:48;0;0;And 4 the rest of u no-homework anti- @SenatorKirk nutters, note BORN IN THAILAND was a fact @nyt notes: not a racist remark. #IllinoisState https:// twitter.com/brainouty/stat us/791953283879309312 …;;@SenatorKirk @nyt;#IllinoisState;7.91955E+17;https://twitter.com/brainouty/status/791954701671477249;
ActualFlatticus;2016-10-28 12:47;1;2;@Bad_Aim_Band @NextGenClimate @jamisonfoser @SenatorKirk It is. And yet @HRC has endorsed him.;;@Bad_Aim_Band @NextGenClimate @jamisonfoser @SenatorKirk @HRC;;7.91955E+17;https://twitter.com/ActualFlatticus/status/791954508028923905;
Bad_Aim_Band;2016-10-28 12:44;0;1;@ActualFlatticus @NextGenClimate @jamisonfoser @SenatorKirk In IL senate race they debated last night. It's important Kirk be ousted.;;@ActualFlatticus @NextGenClimate @jamisonfoser @SenatorKirk;;7.91954E+17;https://twitter.com/Bad_Aim_Band/status/791953881928347648;
brainouty;2016-10-28 12:42;0;2;@KeithOlbermann PPPS, here's an @nyt article on @SenatorKirk which kinda makes you look bad to badmouth him, http://www. nytimes.com/2016/08/06/us/ politics/mark-kirk-republican-illinois-senate-race.html?_r=0 …;;@KeithOlbermann @nyt @SenatorKirk;;7.91953E+17;https://twitter.com/brainouty/status/791953283879309312;
loveandgluttony;2016-10-28 12:42;0;0;Watch @SenatorKirk utter the line that ended any hope he had of winning this election https:// twitter.com/thehill/status /791949156050874369 …;;@SenatorKirk;;7.91953E+17;https://twitter.com/loveandgluttony/status/791953256830291968;
casualuser123;2016-10-28 12:41;0;3;@ACMESalesRep @SenatorKirk In Mark Kirk's mind, Duckworth has no claim to her father's heritage. He needs proof of > 75% pure-white blood;;@ACMESalesRep @SenatorKirk;;7.91953E+17;https://twitter.com/casualuser123/status/791953132120969216;
ReginaldConway;2016-10-28 12:34;0;2;@SenatorKirk drop the fuck out *clap clap clap clap clap* drop the fuck out *clap clap clap clap clap*;;@SenatorKirk;;7.91951E+17;https://twitter.com/ReginaldConway/status/791951217094037504;
jhf5;2016-10-28 12:31;0;0;. @SenatorKirk forgot about Tammny Duckworth's American side of the family.. Brilliant.;;@SenatorKirk;;7.91951E+17;https://twitter.com/jhf5/status/791950630180888580;
WICSAkilah;2016-10-28 12:31;0;0;@SenatorKirk and @TammyforIL facing off in a debate at @UISedu last night. I have a recap and the highlights this morning on @wics_abc20;;@SenatorKirk @TammyforIL @UISedu @wics_abc20;;7.9195E+17;https://twitter.com/WICSAkilah/status/791950460651307008;
JeffSierp;2016-10-28 12:29;0;0;@SenatorKirk thank god you're not my senator. To mock a disabled war veteran's family like that. You are a awful person.;;@SenatorKirk;;7.9195E+17;https://twitter.com/JeffSierp/status/791949945687318528;
Chumpper58;2016-10-28 12:25;0;0;@SenatorKirk Tammy Duckworth is a patriot and you're pathetic;;@SenatorKirk;;7.91949E+17;https://twitter.com/Chumpper58/status/791948970050191361;
cole_hollywood;2016-10-28 12:17;1;5;Statement made by @SenatorKirk About Tammy Duckworth is Trumps Republican Party...totally broken;;@SenatorKirk;;7.91947E+17;https://twitter.com/cole_hollywood/status/791947103752773632;
leehayespr;2016-10-28 12:17;0;0;Clearly, @SenatorKirk doesn't realize that Illinois is a diverse state with people of all races and ethnicities. #MarkKirk;;@SenatorKirk;#MarkKirk;7.91947E+17;https://twitter.com/leehayespr/status/791946895803363329;
JenTigerlily;2016-10-28 12:14;0;5;@SenatorKirk This stuff truly does write itself doesn't it? Good luck trying to moonwalk out of this one.;;@SenatorKirk;;7.91946E+17;https://twitter.com/JenTigerlily/status/791946252401246209;
dansbrain;2016-10-28 12:11;12;28;What’s even funnier than @SenatorKirk ’s racist garbage against Tammy Duckworth is that in 2 months nobody will even remember who he is.;;@SenatorKirk;;7.91945E+17;https://twitter.com/dansbrain/status/791945357001232385;
Euro_China;2016-10-28 12:11;0;1;Wow @SenatorKirk . Not even trying to be subtle about your racism here towards Purple Heart veter... http:// bit.ly/2ehVaKA @christinelu;;@SenatorKirk @christinelu;;7.91945E+17;https://twitter.com/Euro_China/status/791945353930997760;
ProfessorFlynn;2016-10-28 12:02;3;57;@SenatorKirk Vets make great sacrifices to protect the US & shouldn't have their heritage insulted by low-life fake veterans like you.;;@SenatorKirk;;7.91943E+17;https://twitter.com/ProfessorFlynn/status/791943200453763073;
kushkandy95;2016-10-28 12:02;0;1;@SenatorKirk I'm not sure how you've made it this far in life, you're a fool.;;@SenatorKirk;;7.91943E+17;https://twitter.com/kushkandy95/status/791943193013030913;
sthomasfry;2016-10-28 12:00;1;2;@SenatorKirk shame on you! Your bigotry disqualifies you ... attacking @TammyforIL .;;@SenatorKirk @TammyforIL;;7.91943E+17;https://twitter.com/sthomasfry/status/791942607328808960;
jasmineweidenb1;2016-10-28 11:58;1;1;@rickklein @ABC Gosh, @SenatorKirk didn't even research @RepDuckworth 's background, which can be easily found at https:// en.wikipedia.org/wiki/Tammy_Duc kworth …;;@rickklein @ABC @SenatorKirk @RepDuckworth;;7.91942E+17;https://twitter.com/jasmineweidenb1/status/791942260761821184;
bill_poutre;2016-10-28 11:58;0;4;@SenatorKirk time for some serious self-reflection Senator Kirk. What came out of your mouth was a disgrace.;;@SenatorKirk;;7.91942E+17;https://twitter.com/bill_poutre/status/791942115668353024;
MVPSPORTZONE;2016-10-28 11:56;0;1;https:// en.m.wikipedia.org/wiki/Tammy_Duc kworth … @senatorkirk here is why he feels threaten she has tremendous credentials & will serve the many not the few https:// twitter.com/SenatorKirk/st atus/791424180218507264 …;;@senatorkirk;;7.91942E+17;https://twitter.com/MVPSPORTZONE/status/791941825468608512;
FatGirl_fashion;2016-10-28 11:53;0;0;Logs on Twitter and sees @SenatorKirk @MarkKirk is trending. Great! OOOh wait it's for making racist statements toward @TammyforIL . SMH;;@SenatorKirk @MarkKirk @TammyforIL;;7.91941E+17;https://twitter.com/FatGirl_fashion/status/791941020233543682;
Fillows4;2016-10-28 11:46;0;0;Jerkwad @SenatorKirk questions war vet and Senate opponent Tammy Duckworth on her family’s military service http://www. star-telegram.com/news/politics- government/article110982657.html …;;@SenatorKirk;;7.91939E+17;https://twitter.com/Fillows4/status/791939256457367552;
MarionClare04;2016-10-28 11:45;0;4;@SenatorKirk Just the pure white ones, though, right Mark? Racist.;;@SenatorKirk;;7.91939E+17;https://twitter.com/MarionClare04/status/791938935416950788;
MVPSPORTZONE;2016-10-28 11:44;0;0;@senatorkirk Tammy Duckworth a special guest of the Chicago Cubs - she wears the red white&blue she has earned purple Kirk has silver spoon https:// twitter.com/SenatorKirk/st atus/791480369358987264 …;;@senatorkirk;;7.91939E+17;https://twitter.com/MVPSPORTZONE/status/791938664909578240;
Rodneylr;2016-10-28 11:42;0;2;@SenatorKirk @latimes ha! #Zero support!;;@SenatorKirk @latimes;#Zero;7.91938E+17;https://twitter.com/Rodneylr/status/791938195608903681;
Rodneylr;2016-10-28 11:41;0;3;@SenatorKirk seems your done #Dbag don't let it hit you on the way out, #History , that is.;;@SenatorKirk;#Dbag #History;7.91938E+17;https://twitter.com/Rodneylr/status/791937985033871364;
navyswomom;2016-10-28 11:40;1;2;@SenatorKirk as a wounded warrior, let me say...you sir, are a raging asshole. Please take your white privilege to hell @TammyforIL #racist;;@SenatorKirk @TammyforIL;#racist;7.91938E+17;https://twitter.com/navyswomom/status/791937784273473536;
JolenesTrailer;2016-10-28 11:38;0;21;@SenatorKirk @Cubs Ordering some Thai Food and making a donation to @TammyforIL to Celebrate : #Yay thanks!;;@SenatorKirk @Cubs @TammyforIL;#Yay;7.91937E+17;https://twitter.com/JolenesTrailer/status/791937233695625217;
ryandowell1991;2016-10-28 11:29;0;1;10 days until I can vote @SenatorKirk out of office. After that offensive comment last night you are done as senator.;;@SenatorKirk;;7.91935E+17;https://twitter.com/ryandowell1991/status/791934851133734912;
mabecker17;2016-10-28 11:29;0;0;Disappointing to see @SenatorKirk squander the credibility his #anti -Trump position merited with this #cheapshot at @TammyforIL . https:// twitter.com/steve_vladeck/ status/791841943349178368 …;;@SenatorKirk @TammyforIL;#anti #cheapshot;7.91935E+17;https://twitter.com/mabecker17/status/791934803587117056;
Greytdog;2016-10-28 11:25;0;0;Desperation made for a really ugly debate for @SenatorKirk . surprised he wasn't wearing a white sheet and hood. https:// twitter.com/Bencjacobs/sta tus/791854926334873600 …;;@SenatorKirk;;7.91934E+17;https://twitter.com/Greytdog/status/791933853589909505;
jhf5;2016-10-28 11:24;0;0;Who would have thought that someone could out JoeWalsh Joe Walsh, . @SenatorKirk did just that.;;@SenatorKirk;;7.91934E+17;https://twitter.com/jhf5/status/791933696148242433;
CletisStump;2016-10-28 11:19;4;6;Mark Kirk @SenatorKirk will lose his seat but far more devastating is that ppl will whisper behind his back for the rest of his sorry life.;;@SenatorKirk;;7.91932E+17;https://twitter.com/CletisStump/status/791932494115328000;
UKProgressive;2016-10-28 11:14;0;0;Wow. Where to start with idiot @SenatorKirk https:// youtu.be/LXSjjygdhdg Her follow on Tweet in reply https:// twitter.com/TammyforIL/sta tus/791818739222274048 …;;@SenatorKirk;;7.91931E+17;https://twitter.com/UKProgressive/status/791931195575586816;
Bugl3t;2016-10-28 10:57;0;0;El senador Kirk es un cerdo misógino racista! @senatorkirk is a racist misogynistic pig! @votolatino @chicagotribune @Eugene_Robinson https:// twitter.com/votevets/statu s/791854196769173504 …;;@senatorkirk @votolatino @chicagotribune @Eugene_Robinson;;7.91927E+17;https://twitter.com/Bugl3t/status/791926756093550592;
trevgcast;2016-10-28 10:46;0;1;That is what you call a boomerang comment @SenatorKirk comes right back and hits you right in the face @TammyforIL;;@SenatorKirk @TammyforIL;;7.91924E+17;https://twitter.com/trevgcast/status/791924089434742784;
WhiteSanesatt1;2016-10-28 10:26;0;1;@SueinRockville @SenatorKirk @tammyduckworth senator kirk is a born and raised asshole too racist to advocate the ppl business!;;@SueinRockville @SenatorKirk @tammyduckworth;;7.91919E+17;https://twitter.com/WhiteSanesatt1/status/791919021281214465;
siliconvalleyex;2016-10-28 10:25;1;0;. @SenatorKirk Ur snarky lie at debate abt Tammy Duckworth's heritage was despicable. U shld b disqualified from holding office. Withdraw.;;@SenatorKirk;;7.91919E+17;https://twitter.com/siliconvalleyex/status/791918900300558339;
1_gflame;2016-10-28 10:23;0;0;Get leadership from @timkaine @SenatorReid @SenTedCruz @SenatorDurbin @SenatorTimScott @SenatorBoxer @SenatorKirk @SenatorBurr @SenatorBarb;;@timkaine @SenatorReid @SenTedCruz @SenatorDurbin @SenatorTimScott @SenatorBoxer @SenatorKirk @SenatorBurr @SenatorBarb;;7.91918E+17;https://twitter.com/1_gflame/status/791918261658988545;
tageborkoff;2016-10-28 10:22;0;0;@SenatorKirk , another one injured by guns in Chicago (Englewood) today. What will you do about it? http:// chicago.suntimes.com/news/man-wound ed-in-englewood-drive-by-shooting-4/ … #shootatweet;;@SenatorKirk;#shootatweet;7.91918E+17;https://twitter.com/tageborkoff/status/791918102162182144;
devildad12;2016-10-28 10:16;0;0;The real question is how did @SenatorKirk come to hold office in the first place. This is a new low in stupidity and insensitivity. https:// twitter.com/Deadspin/statu s/791840647095394304 …;;@SenatorKirk;;7.91916E+17;https://twitter.com/devildad12/status/791916470221496324;
gotogal44;2016-10-28 10:06;0;0;@SenatorKirk shame on you, your crude remark to Tammy Duckworth will be your end in this election. U should apologize;;@SenatorKirk;;7.91914E+17;https://twitter.com/gotogal44/status/791914013575622657;
thor_benson;2016-10-28 10:05;0;1;Illinois, vote for @TammyforIL . Get @SenatorKirk out.;;@TammyforIL @SenatorKirk;;7.91914E+17;https://twitter.com/thor_benson/status/791913722436460544;
bentonbannon;2016-10-28 10:00;0;0;"Mark Kirk"" @SenatorKirk Do you WANT to lose your seat? I thought highly of you ever since 2010 but lately you're makin it hard to vote 4U""";;@SenatorKirk;;7.91913E+17;https://twitter.com/bentonbannon/status/791912559746117632;
gotogal44;2016-10-28 09:57;0;0;#SenatorKirk BAD for America #ImWithTammyDuckworth https:// twitter.com/dlin71/status/ 791850440832851968 …;;;#SenatorKirk #ImWithTammyDuckworth;7.91912E+17;https://twitter.com/gotogal44/status/791911721094918144;
MarthaPlimpton;2016-10-28 09:50;1;1;@eaudie @HRC @tedlieu @SenatorKirk @TammyforIL @mikedebonis Noooooooo. NO way.;;@eaudie @HRC @tedlieu @SenatorKirk @TammyforIL @mikedebonis;;7.9191E+17;https://twitter.com/MarthaPlimpton/status/791909876888854528;
DerekSheen;2016-10-28 09:42;0;13;@SenatorKirk @Cubs Nice one, Mark! Hey, where are you gonna move when you lose?;;@SenatorKirk @Cubs;;7.91908E+17;https://twitter.com/DerekSheen/status/791907905620414464;
Yieldlondon;2016-10-28 09:35;0;1;@votevets @SenatorKirk @TammyforIL Its clearly the measure of the man.;;@votevets @SenatorKirk @TammyforIL;;7.91906E+17;https://twitter.com/Yieldlondon/status/791906147443830784;
tankflynn;2016-10-28 09:24;0;0;Stupid? Racist? Just plain Ignorant? Maybe all 3, but DEFINITELY #GOP @SenatorKirk an embarrassment of a human being http://www. huffingtonpost.com/entry/mark-kir k-tammy-duckworth_us_5812b694e4b0390e69cf47d0 …;;@SenatorKirk;#GOP;7.91903E+17;https://twitter.com/tankflynn/status/791903487248338944;
jrsmith72;2016-10-28 09:24;0;0;Embarrassing @SenatorKirk hope civilian life pays the bills. Post-Party-Politics will be a beautiful thing #MAGA #draintheswamp #goodluck https:// twitter.com/kellyannepolls /status/791845400445652992 …;;@SenatorKirk;#MAGA #draintheswamp #goodluck;7.91903E+17;https://twitter.com/jrsmith72/status/791903374492917760;
chartier;2016-10-28 09:18;1;2;This is despicable @SenatorKirk . https:// twitter.com/BuzzFeedNews/s tatus/791859791710687232 …;;@SenatorKirk;;7.91902E+17;https://twitter.com/chartier/status/791902041517985792;
AdumbroDeus;2016-10-28 09:18;0;0;disappointed in you @SenatorKirk , we thought you were better then that. What you said to @TammyforIL was beyond the pale.;;@SenatorKirk @TammyforIL;;7.91902E+17;https://twitter.com/AdumbroDeus/status/791901882927099904;
313Doll;2016-10-28 09:11;0;0;Just #disgusting @MarkKirk @SenatorKirk . @TammyforIL @tammyduckworth #ThankYouForYourService & to your family https:// twitter.com/jisham/status/ 791890140075483136 …;;@MarkKirk @SenatorKirk @TammyforIL @tammyduckworth;#disgusting #ThankYouForYourService;7.919E+17;https://twitter.com/313Doll/status/791900088729800705;
realDrNick;2016-10-28 09:10;0;2;Mark Kirk @SenatorKirk - what a lump of human waste! https:// twitter.com/kellyannepolls /status/791845400445652992 …;;@SenatorKirk;;7.919E+17;https://twitter.com/realDrNick/status/791900025173471232;
christinelu;2016-10-28 09:07;0;3;Wow @SenatorKirk . Not even trying to be subtle about your racism here towards Purple Heart veteran @RepDuckworth . #ImWithHer https:// twitter.com/mediaite/statu s/791824792156512257 …;;@SenatorKirk @RepDuckworth;#ImWithHer;7.91899E+17;https://twitter.com/christinelu/status/791899212065583108;
blankeverse;2016-10-28 09:04;0;0;. @SenatorKirk Wow, even as racist political idiots go, @MarkKirk stunned me. Please Illinois vote @TammyforIL http:// theconcourse.deadspin.com/senator-mark-k irk-mocks-tammy-duckworths-mixed-race-bac-1788310472 …;;@SenatorKirk @MarkKirk @TammyforIL;;7.91898E+17;https://twitter.com/blankeverse/status/791898348278034432;
keelDonaldTrump;2016-10-28 09:01;0;11;@SenatorKirk @Cubs I understand you just jinxed #Cubs -way to go! #Bartman you're off the hook. Kirk just replaced you. Make me look good!;;@SenatorKirk @Cubs;#Cubs #Bartman;7.91898E+17;https://twitter.com/keelDonaldTrump/status/791897644041764865;
JABialek;2016-10-28 09:00;1;2;Pathetic... @SenatorKirk is a disgrace! Senator Mark Kirk Mocks Tammy Duckworth's Mixed-Race Background During Debate http:// theconcourse.deadspin.com/senator-mark-k irk-mocks-tammy-duckworths-mixed-race-bac-1788310472?utm_medium=sharefromsite&utm_source=The_Concourse_twitter …;;@SenatorKirk;;7.91897E+17;https://twitter.com/JABialek/status/791897294085902336;
RantenRave;2016-10-28 08:58;0;0;"I had forgotten that your parents came all the way from Thailand to serve George Washington."" @SenatorKirk to @RepDuckworth #whatanASS""";;@SenatorKirk @RepDuckworth;#whatanASS;7.91897E+17;https://twitter.com/RantenRave/status/791896857844731905;
jcinca1;2016-10-28 08:50;0;0;YES! @SenatorKirk - just soya know, you . https:// twitter.com/dansinker/stat us/791892588827668480 …;;@SenatorKirk;;7.91895E+17;https://twitter.com/jcinca1/status/791894906973229058;
killingjef;2016-10-28 08:49;0;1;Remember @SenatorKirk ?;;@SenatorKirk;;7.91895E+17;https://twitter.com/killingjef/status/791894634699952128;
JamieMcBastard;2016-10-28 08:45;0;0;Really beneath contempt @SenatorKirk here's hoping Illinois kicks your ass. https:// twitter.com/deadspin/statu s/791840647095394304 …;;@SenatorKirk;;7.91894E+17;https://twitter.com/JamieMcBastard/status/791893664867942400;
ChuckMastan;2016-10-28 08:39;1;4;@stephaniew1978 @SenatorKirk oh look mark!!! A fan!!! Quick. Tell her how you didn't mean to try to disgrace a distinguished vet tonight!;;@stephaniew1978 @SenatorKirk;;7.91892E+17;https://twitter.com/ChuckMastan/status/791892031035453440;
ib505a;2016-10-28 08:36;0;1;@SenatorKirk Dude. You're dunzo. Delete your account.;;@SenatorKirk;;7.91891E+17;https://twitter.com/ib505a/status/791891342452330496;
jisham;2016-10-28 08:31;6;9;This is how the @MarkKirk campaign and the Senate career of @SenatorKirk ends. http://www. thedailybeast.com/cheats/2016/10 /27/mark-kirk-makes-racist-dig-at-tammy-duckworth-during-illinois-senate-debate.html?via=desktop&source=copyurl …;;@MarkKirk @SenatorKirk;;7.9189E+17;https://twitter.com/jisham/status/791890140075483136;
JoeTincher;2016-10-28 08:28;0;2;@SenatorKirk @Cubs Should we send the moving truck to your office now or wait until November 9th?;;@SenatorKirk @Cubs;;7.91889E+17;https://twitter.com/JoeTincher/status/791889431175303168;
DJDOPHOTO;2016-10-28 08:22;0;1;@SenatorKirk @Cubs You're a true DIRTBAG Kirk !;;@SenatorKirk @Cubs;;7.91888E+17;https://twitter.com/DJDOPHOTO/status/791887774852853760;
Mason76267647;2016-10-28 08:21;0;0;@SenatorKirk Kirk is a racist voice 4 the dark part of America. Attacking Duckworth's heritage in a country built on the backs of immigrants;;@SenatorKirk;;7.91888E+17;https://twitter.com/Mason76267647/status/791887657605423104;
Support4Dummies;2016-10-28 08:20;0;3;@SenatorKirk Seriously #deplorable comment during your debate. Congrats on your senatorial loss...well deserved!;;@SenatorKirk;#deplorable;7.91887E+17;https://twitter.com/Support4Dummies/status/791887333767323648;
Fondacey;2016-10-28 08:18;0;0;Illinois, please school your ignorant Senator Mark Kirk. @SenatorKirk How dare his disparage a US veteran?! https:// twitter.com/Deadspin/statu s/791840647095394304 …;;@SenatorKirk;;7.91887E+17;https://twitter.com/Fondacey/status/791886753820991492;
Roblizzle;2016-10-28 08:12;0;0;. @SenatorKirk You bombed bigger than Michael Richards at the Laugh Factory future Ex-Senator Kirk.;;@SenatorKirk;;7.91885E+17;https://twitter.com/Roblizzle/status/791885431927300096;
jsweetchuck;2016-10-28 08:09;0;6;@SenatorKirk Do the Koch Brothers pay you extra for racism, or is it just a flat rate? You may want to ask.;;@SenatorKirk;;7.91884E+17;https://twitter.com/jsweetchuck/status/791884491912609792;
firedonlemon;2016-10-28 08:07;0;1;@SenatorKirk Delete your account.;;@SenatorKirk;;7.91884E+17;https://twitter.com/firedonlemon/status/791884012440522753;
rob5408;2016-10-28 08:04;0;18;@SenatorKirk @Cubs you should be ashamed of yourself;;@SenatorKirk @Cubs;;7.91883E+17;https://twitter.com/rob5408/status/791883370749833216;
RamyInocencio;2016-10-28 08:02;0;1;"It's less what those who go low do; more what those who go high do to stop them. Vote. America diverse. America beautiful. @SenatorKirk https:// twitter.com/washingtonpost /status/791832277714079744 …";;@SenatorKirk;;7.91883E+17;https://twitter.com/RamyInocencio/status/791882904783708160;
Pjevica;2016-10-28 08:00;1;6;.. and a reminder that @SenatorKirk has been busted multiple times for claiming military honors he did not receive. http://www. huffingtonpost.com/2010/06/02/mar k-kirk-admits-to-anoth_n_598095.html …;;@SenatorKirk;;7.91882E+17;https://twitter.com/Pjevica/status/791882219400728576;
CletisStump;2016-10-28 08:00;6;10;Senator, @SenatorKirk you are going to lose to Tammy Duckworth but, sadly for you & your family, you are now synonymous with smallness.;;@SenatorKirk;;7.91882E+17;https://twitter.com/CletisStump/status/791882194482495488;
CThompsonENQ;2016-10-28 07:57;1;1;@derekbauman @SenatorKirk @TammyforIL Yeah, but there's a diff between campaigning for a losing candidate & a candidate who does *that*;;@derekbauman @SenatorKirk @TammyforIL;;7.91882E+17;https://twitter.com/CThompsonENQ/status/791881551764217856;
Pjevica;2016-10-28 07:52;0;2;@RepDuckworth @Deadspin Very super classy @SenatorKirk .. It is such a relief that you're not going to be in the Senate anymore. #Classy #GOP;;@RepDuckworth @Deadspin @SenatorKirk;#Classy #GOP;7.9188E+17;https://twitter.com/Pjevica/status/791880391325913088;
HooplaHappens;2016-10-28 07:50;0;2;Dear @SenatorKirk : What the hell made you such a horrifyingly disrespectful bigot who doesn't know a genuine hero when he sits next to one? https:// twitter.com/jamisonfoser/s tatus/791828870785753089 …;;@SenatorKirk;;7.9188E+17;https://twitter.com/HooplaHappens/status/791879819520675840;
theTortmaster;2016-10-28 07:41;1;0;@SenatorKirk This is what comes next, Mark Kirk. #ImwithHer #AndTammy #NeverTrump #NeverKirk #Landslide pic.twitter.com/n05OoSQCjL;;@SenatorKirk;#ImwithHer #AndTammy #NeverTrump #NeverKirk #Landslide;7.91878E+17;https://twitter.com/theTortmaster/status/791877577640124416;
revealingmia;2016-10-28 07:38;0;0;. @SenatorKirk was trying to be slick tonight but showed that he ain't nothing but a bigoted asshole for this shit. https:// twitter.com/Deadspin/statu s/791840647095394304 …;;@SenatorKirk;;7.91877E+17;https://twitter.com/revealingmia/status/791876800758554624;
KHQA;2016-10-28 07:36;0;1;ICYMI: Watch the full debate held Thursday night in Springfield between @senatorkirk and @tammyforIL - http:// spr.ly/60158DSbS;;@senatorkirk @tammyforIL;;7.91876E+17;https://twitter.com/KHQA/status/791876372687941632;
spoilersbrown;2016-10-28 07:36;0;0;this just in: douchebag @SenatorKirk cant read a wikipedia entry pic.twitter.com/bcgJCgwtTM;;@SenatorKirk;;7.91876E+17;https://twitter.com/spoilersbrown/status/791876178646798336;
kurizmatik;2016-10-28 07:31;0;6;@SenatorKirk #DeleteYourCampaign;;@SenatorKirk;#DeleteYourCampaign;7.91875E+17;https://twitter.com/kurizmatik/status/791875135372275712;
DeGironimo;2016-10-28 07:31;0;0;Disgusted and disappointed in @SenatorKirk Its sad you rightfully opposed Trump for attacking heritage of judge, and then sunk to his level https:// twitter.com/Deadspin/statu s/791840647095394304 …;;@SenatorKirk;;7.91875E+17;https://twitter.com/DeGironimo/status/791874956544118785;
i8dc;2016-10-28 07:31;0;0;Goodbye @SenatorKirk . https:// twitter.com/deadspin/statu s/791840647095394304 …;;@SenatorKirk;;7.91875E+17;https://twitter.com/i8dc/status/791874908791996417;
CletisStump;2016-10-28 07:30;0;3;This disgusting, little man, Mark Kirk, @SenatorKirk is unfit to serve as a US Senator. What a pathetic racist ....;;@SenatorKirk;;7.91875E+17;https://twitter.com/CletisStump/status/791874871399686145;
theTortmaster;2016-10-28 07:29;0;0;@SenatorKirk This is what you should have done instead of letting your Trump Freak Flag fly. #ImwithHer #AndTammy #Landslide #Deplorable pic.twitter.com/Ee593eKE3l;;@SenatorKirk;#ImwithHer #AndTammy #Landslide #Deplorable;7.91875E+17;https://twitter.com/theTortmaster/status/791874503227867136;
Doc_ChrisMoore;2016-10-28 07:28;0;0;@jake_stimpy @SenatorKirk I guess. But really? No opposition research at all? I'm from a diff state and even I knew that. #oops;;@jake_stimpy @SenatorKirk;#oops;7.91874E+17;https://twitter.com/Doc_ChrisMoore/status/791874249208147968;
bird_explosion;2016-10-28 07:24;0;0;Geeze, can't wait to kick out @SenatorKirk on Nov 8. Vote @TammyforIL on Nov 8, IL! #illinois;;@SenatorKirk @TammyforIL;#illinois;7.91873E+17;https://twitter.com/bird_explosion/status/791873350956097536;
studio_gal;2016-10-28 07:24;16;14;The name is Mark Kirk. @MarkKirk and @SenatorKirk if you'd like to let him know what you think of his outrageous racist comment. https:// twitter.com/sinbadbad/stat us/791870254758694912 …;;@MarkKirk @SenatorKirk;;7.91873E+17;https://twitter.com/studio_gal/status/791873225831567360;
lemonygelato;2016-10-28 07:24;0;0;@UrquhartMP and Asian woman with generations of her family serving in the American military. @SenatorKirk ought to be embarrassed & contrite;;@UrquhartMP @SenatorKirk;;7.91873E+17;https://twitter.com/lemonygelato/status/791873219221348356;
MichaelOleson;2016-10-28 07:23;0;3;@SenatorKirk Mark Kirk. Pls go f##k your pitiful self. Best regards.;;@SenatorKirk;# #k;7.91873E+17;https://twitter.com/MichaelOleson/status/791872880694927360;
sethmad;2016-10-28 07:22;0;1;@AdamWho Which do you think it is: that @SenatorKirk is incredibly ignorant, or that he thinks Illinois voters are?;;@AdamWho @SenatorKirk;;7.91873E+17;https://twitter.com/sethmad/status/791872782812315648;
CoreyGloor;2016-10-28 07:22;0;0;. @SenatorKirk I was waiting up for your post-debate thoughts but I guess I'll go to bed now.;;@SenatorKirk;;7.91873E+17;https://twitter.com/CoreyGloor/status/791872699538759680;
Doc_ChrisMoore;2016-10-28 07:21;0;0;@jake_stimpy @daveweigel Snark? @SenatorKirk is too stupid to not to know she's DAV & dad is vet w/fam history back to Rev War? Or #racist ?;;@jake_stimpy @daveweigel @SenatorKirk;#racist;7.91872E+17;https://twitter.com/Doc_ChrisMoore/status/791872491316662272;
InCastamere;2016-10-28 07:19;0;3;@SenatorKirk APOLOGIZE to VETERAN Tammy D for your racist attack. She lost her legs serving, which is more than you gave for our nation.;;@SenatorKirk;;7.91872E+17;https://twitter.com/InCastamere/status/791872056333705216;
zacharyinfante;2016-10-28 07:18;0;17;@SenatorKirk hiding behind the @Cubs ? Nah nah.;;@SenatorKirk @Cubs;;7.91872E+17;https://twitter.com/zacharyinfante/status/791871705677434882;
ebuxbaum;2016-10-28 07:18;0;0;. @SenatorKirk should apologize for his offensive comments or he is no better then @realDonaldTrump;;@SenatorKirk @realDonaldTrump;;7.91872E+17;https://twitter.com/ebuxbaum/status/791871641202679809;
FloydElliot;2016-10-28 07:17;1;0;After seeing this racist shitshow, I'm eager to see chickenhawk @SenatorKirk out of the Senate. Go, @RepDuckworth . http:// tinyurl.com/hpwceqt;;@SenatorKirk @RepDuckworth;;7.91872E+17;https://twitter.com/FloydElliot/status/791871584222842880;
