username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;;
jamesestephens2;2016-09-29 11:48;1;1;@SenSchumer this whole bill is a political stunt Schumer's amendment lets State suspend all suits indefinitely 'cause they are negotiating;;@SenSchumer;;7.81431E+17;https://twitter.com/jamesestephens2/status/781430550598942720;;
RobertHarding;2016-09-29 10:46;1;0;". @SenSchumer is continuing his fight against Canada's new protectionist"" dairy trade policies http:// auburnpub.com/blogs/eye_on_n y/schumer-to-usda-s-vilsack-protectionist-canadian-rules-hurting-cayuga/article_0b3ef0cc-85b8-11e6-84a5-b3ca131e19b7.html …""";;@SenSchumer;;7.81415E+17;https://twitter.com/RobertHarding/status/781414815336112128;;
h_alderson;2016-09-29 10:31;1;2;@SenSchumer so UK victims can in turn USA for funding the IRA.;;@SenSchumer;;7.81411E+17;https://twitter.com/h_alderson/status/781411090995507200;;
youseenmikehunt;2016-09-29 10:31;0;0;Why does the military lose benefits and @SenSchumer calls it doing their part, while a 1% cut in food stamps cause claims of hatred? #PJNET;;@SenSchumer;#PJNET;7.81411E+17;https://twitter.com/youseenmikehunt/status/781410954558910465;;
Cairo67Unedited;2016-09-29 10:15;0;0;@SenSchumer , another one injured by guns in Niagara Falls today. What will you do about it? http://www. wkbw.com/news/police-bl otter/officer-involved-shooting-during-nf-drug-raid … #shootatweet;;@SenSchumer;#shootatweet;7.81407E+17;https://twitter.com/Cairo67Unedited/status/781406930824630273;;
RanRealBlunt;2016-09-29 09:44;1;1;"@SenSchumer yet you expect us to forget"" what happened during slavery and ""move on"" smh...""";;@SenSchumer;;7.81399E+17;https://twitter.com/RanRealBlunt/status/781399357480312832;;
LauraWilsonGal;2016-09-29 09:18;0;0;@SenSchumer Urge Congress to stop the Internet surrender!;;@SenSchumer;;7.81393E+17;https://twitter.com/LauraWilsonGal/status/781392600347521024;;
afro9strong;2016-09-29 09:06;0;1;@SenSchumer Instead of #congress facilitating a #FalseFlag .Why not do something important like reinstating #GlassSteagall . #BringBernieBack;;@SenSchumer;#congress #FalseFlag #GlassSteagall #BringBernieBack;7.8139E+17;https://twitter.com/afro9strong/status/781389562291613696;;
REVMusicNY;2016-09-29 06:44;0;0;#nowwhat #nevertrump @DebraMessing @SeanAstin @timkaine @chrislhayes @SenSchumer @Rosie the madness continues #Cuba @mcuban https:// twitter.com/newsweek/statu s/781300513815957505 …;;@DebraMessing @SeanAstin @timkaine @chrislhayes @SenSchumer @Rosie @mcuban;#nowwhat #nevertrump #Cuba;7.81354E+17;https://twitter.com/REVMusicNY/status/781354038533193728;;
QuorumCall;2016-09-29 06:43;1;2;#Senate Sen. Schumer calling for NCAA Men's Basketball Tournament to be held at Times Union Center http:// dlvr.it/MM7Cy1 @SenSchumer;;@SenSchumer;#Senate;7.81354E+17;https://twitter.com/QuorumCall/status/781353674681364480;;
Milkychavez1972;2016-09-29 06:37;0;0;@SenSchumer I sincerely hope that the override of the @POTUS veto on #JASTA , was given serious consideration of unintended consequences.;;@SenSchumer @POTUS;#JASTA;7.81352E+17;https://twitter.com/Milkychavez1972/status/781352282134867968;;
TomR2D2;2016-09-29 06:09;0;0;. @BarackObama @AlanGrayson @keithellison @alfranken @amyklobuchar @SenWhitehouse @SenWarren @SenSchumer @NancyPelosi https:// twitter.com/ringoffireradi o/status/781343245083156480 …;;@BarackObama @AlanGrayson @keithellison @alfranken @amyklobuchar @SenWhitehouse @SenWarren @SenSchumer @NancyPelosi;;7.81345E+17;https://twitter.com/TomR2D2/status/781345190799929344;;
Chimin49901280;2016-09-29 05:56;0;1;. @SenSchumer . @SecretaryFoxx . @nextgenpollutes shame on you guys for dumping so much LGA bound jet noise on Bedstuy, Clinton Hill, Brooklyn;;@SenSchumer @SecretaryFoxx @nextgenpollutes;;7.81342E+17;https://twitter.com/Chimin49901280/status/781341930978443264;;
DarrenPikul;2016-09-29 05:05;0;0;@SenSchumer Please support the M-CORE Act to spur economic growth in developing countries! @borgenproject;;@SenSchumer @borgenproject;;7.81329E+17;https://twitter.com/DarrenPikul/status/781328981266169856;;
HOOISJG;2016-09-29 04:50;1;1;$ WFC 's #CarrieTolstedt political contributions. No wonder @SenSchumer was late to hearings. Largest recipient http://www. opensecrets.org/indivs/search. php?name=Tolstedt&cycle=All&sort=R&state=&zip=&employ=&cand=&submit=Submit+Query …;;@SenSchumer;#CarrieTolstedt;7.81325E+17;https://twitter.com/HOOISJG/status/781325220208533504;;
serr8d;2016-09-29 04:33;0;0;Senator Reid's just doing what he's told to do. Safer that way. ) @Burning4Buddy @meathouse60005 @SenSchumer @SenatorReid pic.twitter.com/kRg7zttyCs;;@Burning4Buddy @meathouse60005 @SenSchumer @SenatorReid;;7.81321E+17;https://twitter.com/serr8d/status/781321032305172480;;
Burning4Buddy;2016-09-29 04:27;3;1;Why aren't @SenSchumer @SenatorReid and all other leading dems repudiating Howard Dean for such a banal remark? http://www. theblaze.com/stories/2016/0 9/28/morning-joe-panel-wants-howard-dean-to-apologize-to-trump-for-coke-user-tweet/?utm_source=Sailthru&utm_medium=email&utm_campaign=Firewire%20HORIZON%20w/%20ad%20-%209-28-16%20-%20Final&utm_term=Firewire …;;@SenSchumer @SenatorReid;;7.81319E+17;https://twitter.com/Burning4Buddy/status/781319444316450816;;
RobFontano;2016-09-29 04:09;11;4;. @SenSchumer Pease sign the Hatch Dear Colleague Letter to Stop the DEA Scheduling of #Kratom . #KratomSavesLives;;@SenSchumer;#Kratom #KratomSavesLives;7.81315E+17;https://twitter.com/RobFontano/status/781314850333007872;;
NewsForrest;2016-09-29 03:42;0;1;"Ah, Schumer supports overriding veto of terrorism lawsuits bill"" is video of Chuck @SenSchumer , not of @AmySchumer http:// video.statesman.com/Schumer-suppor ts-overriding-veto-of-terrorism-lawsuits-bill-31448418 …""";;@SenSchumer @AmySchumer;;7.81308E+17;https://twitter.com/NewsForrest/status/781308172594212864;;
BLASTERUAE;2016-09-29 03:37;0;1;@fowz_Ak @SenSchumer just wait for the consequences #JASTA will bring;;@fowz_Ak @SenSchumer;#JASTA;7.81307E+17;https://twitter.com/BLASTERUAE/status/781306906434478080;;
BLASTERUAE;2016-09-29 03:35;0;0;@SenSchumer thanks for #JASTA now every single country where U ppl entered & started the war will sue the USA THANKS;;@SenSchumer;#JASTA;7.81306E+17;https://twitter.com/BLASTERUAE/status/781306469522239489;;
BLASTERUAE;2016-09-29 03:34;0;0;@SenSchumer So by this logic, how much are the Iraqi's going to sue america for?;;@SenSchumer;;7.81306E+17;https://twitter.com/BLASTERUAE/status/781306014985576449;;
SaneEnergy;2016-09-29 03:12;1;3;Thank you @RepEliotEngel for writing @POTUS urging him to stop Spectra pipeline. http:// wamc.org/post/ny-congre ssman-asks-president-obama-intervene-pipeline-project … Time for @SenSchumer to step up too;;@RepEliotEngel @POTUS @SenSchumer;;7.81301E+17;https://twitter.com/SaneEnergy/status/781300526562631680;;
OasusTheDingo;2016-09-29 03:00;0;2;@DizFoley it sets a very dangerous precedent that I don't think @SenSchumer really considered...;;@DizFoley @SenSchumer;;7.81298E+17;https://twitter.com/OasusTheDingo/status/781297622967615489;;
JustaFan18;2016-09-29 02:54;1;2;So now everyone in #Iraq & #Vietnam will be able2 sue #America . Think what that will cost #taxpayers #Idiot #Millionairewidows @SenSchumer;;@SenSchumer;#Iraq #Vietnam #America #taxpayers #Idiot #Millionairewidows;7.81296E+17;https://twitter.com/JustaFan18/status/781296075814699008;;
firefighters510;2016-09-29 02:32;0;0;@Lagartija_Nix @takingitall2000 @LifeZette As long as voters keep voting 4 people like @SenSchumer @SenatorReid , this will keep happening!;;@Lagartija_Nix @takingitall2000 @LifeZette @SenSchumer @SenatorReid;;7.81291E+17;https://twitter.com/firefighters510/status/781290570085961732;;
EdwardJonesNYC;2016-09-29 02:29;0;0;. @SenSchumer Delaying important spending conversations until after elections are over is bad for representative democracy. #NoLameDuck pic.twitter.com/n8KLhXNPDk;;@SenSchumer;#NoLameDuck;7.8129E+17;https://twitter.com/EdwardJonesNYC/status/781289740540805120;;
hawty_ainthu;2016-09-29 02:19;0;0;mSenJohnMcCain SenJackReed SenateDems SenateGOP GOPLeader GOPoversight SenSchumer SenatorReid SenateMajLdr… https:// twitter.com/i/web/status/7 81262906595893248 …;;;;7.81287E+17;https://twitter.com/hawty_ainthu/status/781287238374191105;;
davisstephen402;2016-09-29 02:07;0;0;@SenSchumer so now u think other countries will not pass their own laws to sue the US? So myopic...;;@SenSchumer;;7.81284E+17;https://twitter.com/davisstephen402/status/781284176804937728;;
RobertHarding;2016-09-29 02:01;0;0;. @SenSchumer to USDA's Vilsack: 'Protectionist' Canadian rules hurting Cayuga Milk Ingredients http:// auburnpub.com/blogs/eye_on_n y/schumer-to-usda-s-vilsack-protectionist-canadian-rules-hurting-cayuga/article_0b3ef0cc-85b8-11e6-84a5-b3ca131e19b7.html …;;@SenSchumer;;7.81283E+17;https://twitter.com/RobertHarding/status/781282659146268672;;
UnrealAllan;2016-09-29 01:55;0;0;"It's come to this: our side"" is criticizing @TheDemocrats ' VP nominee for not showing up to vote with @SenSchumer in a 97-1 vote. pic.twitter.com/yjGD1Rh6Ss""";;@TheDemocrats @SenSchumer;;7.81281E+17;https://twitter.com/UnrealAllan/status/781281105374769153;;
UnrealAllan;2016-09-29 01:42;2;1;Let's get a real #TrumpTrain take on this: OMG! @tedcruz voted like @SenSchumer ! We need to defeat Cruz! #MAGA https:// twitter.com/conservativefb /status/781276507838701568 …;;@tedcruz @SenSchumer;#TrumpTrain #MAGA;7.81278E+17;https://twitter.com/UnrealAllan/status/781277991871610880;;
wisecroneknows;2016-09-29 01:22;2;2;. @SenSchumer @60Minutes @RepMaloney Stop #humanrighs abuse of your own people. ONLY country that hates its diaspora http:// bit.ly/2cWQYiw;;@SenSchumer @60Minutes @RepMaloney;#humanrighs;7.81273E+17;https://twitter.com/wisecroneknows/status/781273019767463937;;
jodyph1;2016-09-29 01:04;0;0;@SenSchumer in all my years, studying u and politics, I applaud you for the first time in my life!;;@SenSchumer;;7.81268E+17;https://twitter.com/jodyph1/status/781268411938639872;;
MDPsoru;2016-09-29 01:02;0;0;mSenJohnMcCain SenJackReed SenateDems SenateGOP GOPLeader GOPoversight SenSchumer SenatorReid SenateMajLdr… https:// twitter.com/i/web/status/7 81262906595893248 …;;;;7.81268E+17;https://twitter.com/MDPsoru/status/781267833275678720;;
Lionsgate1989;2016-09-29 00:58;2;0;Stop Clinton&Obama's taxpayer Internet gift to UN on 9/30/: https:// goo.gl/wZI9wV @SenSchumer @SenGillibrand @JLo #2A;;@SenSchumer @SenGillibrand @JLo;#2A;7.81267E+17;https://twitter.com/Lionsgate1989/status/781266907433406464;;
SenateRadioTV;2016-09-29 00:52;1;1;THURSDAY 9/29 - NEWS CONFERENCE @SenatorReid and @SenSchumer on GOP inaction. 10:30AM S-325, U.S. Capitol;;@SenatorReid @SenSchumer;;7.81265E+17;https://twitter.com/SenateRadioTV/status/781265344958763016;;
aavigorito;2016-09-29 00:45;1;1;. @senschumer : Please Cosponsor the Museum and Library Services Act of 2016! @aavigorito @AAMers @US_IMLS;;@senschumer @aavigorito @AAMers @US_IMLS;;7.81263E+17;https://twitter.com/aavigorito/status/781263493395873792;;
almond3131;2016-09-29 00:42;2;0;mSenJohnMcCain @SenJackReed @SenateDems @SenateGOP @GOPLeader @GOPoversight @SenSchumer @SenatorReid @SenateMajLdr @TheDemocrats @SenWarren https:// twitter.com/thayyib/status /781218678134018049 …;;@SenJackReed @SenateDems @SenateGOP @GOPLeader @GOPoversight @SenSchumer @SenatorReid @SenateMajLdr @TheDemocrats @SenWarren;;7.81263E+17;https://twitter.com/almond3131/status/781262906595893248;;
mdj17;2016-09-29 00:12;2;0;"@SenSchumer Wants to pass national Gun Safety"" laws, as those in Chicago, in hopes to have the same citizen safety as they enjoy in Chicago""";;@SenSchumer;;7.81255E+17;https://twitter.com/mdj17/status/781255238158254080;;
ShaneBeasley1;2016-09-29 00:02;0;0;I'm gonna give @SenSchumer credit for overriding Obama's veto today.;;@SenSchumer;;7.81253E+17;https://twitter.com/ShaneBeasley1/status/781252853226622976;;
CommonCause;2016-09-28 23:59;1;0;STATEMENT: Secret Money Rider Included in Budget CR http://www. commoncause.org/press/press-re leases/sec-secret-money-rider.html … @SenateMajLdr @SenatorReid @SenSchumer @SpeakerRyan @NancyPelosi;;@SenateMajLdr @SenatorReid @SenSchumer @SpeakerRyan @NancyPelosi;;7.81252E+17;https://twitter.com/CommonCause/status/781251954068557824;;
JayRiestenberg;2016-09-28 23:54;1;0;. @CommonCause Statement: SEC Secret Money Rider Included in Spending Bill http://www. commoncause.org/press/press-re leases/sec-secret-money-rider.html … @SenateMajLdr @SenatorReid @SenSchumer;;@CommonCause @SenateMajLdr @SenatorReid @SenSchumer;;7.81251E+17;https://twitter.com/JayRiestenberg/status/781250691574685696;;
OGOPer;2016-09-28 23:47;1;1;. @SenSchumer @SenGillibrand @RepPaulTonko This override was a mistake. Can't pass spending bill but can mess with FP https:// twitter.com/g_mccray/statu s/781247016496078848 …;;@SenSchumer @SenGillibrand @RepPaulTonko;;7.81249E+17;https://twitter.com/OGOPer/status/781248986195820544;;
144tzer;2016-09-28 23:44;0;0;. @SenSchumer way to succumb to political peer pressure. I hope you're happy, since we see your appearance is more valuable than being smart.;;@SenSchumer;;7.81248E+17;https://twitter.com/144tzer/status/781248285109608452;;
AmericaRising17;2016-09-28 23:32;0;1;@SenSchumer @McCarthythe2nd Probably only thing I have ever agreed with you on.;;@SenSchumer @McCarthythe2nd;;7.81245E+17;https://twitter.com/AmericaRising17/status/781245219568222208;;
RaichF;2016-09-28 23:24;1;2;@SenSchumer this is gonna bite the US in the ass. Good luck with that;;@SenSchumer;;7.81243E+17;https://twitter.com/RaichF/status/781243263516708864;;
nature_ny;2016-09-28 23:19;2;2;Thank you @SenSchumer @SenGillibrand for protecting #cleandrinkingwater for 15M people in #DelawareWatershed #DRBCA http:// bit.ly/2cXvIKD pic.twitter.com/lSdVr0LesV;;@SenSchumer @SenGillibrand;#cleandrinkingwater #DelawareWatershed #DRBCA;7.81242E+17;https://twitter.com/nature_ny/status/781241835758821376;;
TimAlexander429;2016-09-28 23:16;3;2;@SenSchumer @tponews pic.twitter.com/2sGwziDRFf;;@SenSchumer @tponews;;7.81241E+17;https://twitter.com/TimAlexander429/status/781241195603329024;;
superschoots;2016-09-28 22:52;1;0;@SenSchumer Their day in court belongs in the International Court of Justice, not US courts. #JASTA;;@SenSchumer;#JASTA;7.81235E+17;https://twitter.com/superschoots/status/781235272092618752;;
CBS6GM;2016-09-28 22:44;1;1;RT if you support @SenSchumer suggestion to bring NCAA Men's Tourney to Albany! @CBS6Albany http:// cbs6albany.com/news/local/sen -schumer-bring-ncaa-basketball-tournament-to-albany …;;@SenSchumer @CBS6Albany;;7.81233E+17;https://twitter.com/CBS6GM/status/781233261125242880;;
moose_taz;2016-09-28 22:38;0;0;@MelissaAFrancis 9/11 bill veto & override by Alinsky Liberal democrats a stunt 2016 election look at Chucky @SenSchumer caveat nay votes;;@MelissaAFrancis @SenSchumer;;7.81232E+17;https://twitter.com/moose_taz/status/781231509919428608;;
AbuMeshari4u;2016-09-28 22:37;0;0;@SenSchumer #JASTA No no immunity for the Americans. Any country can sue them in USA courts.2 sided bladed.;;@SenSchumer;#JASTA;7.81231E+17;https://twitter.com/AbuMeshari4u/status/781231455884210176;;
WJWeek;2016-09-28 22:28;0;1;More than 2,000 strong rose to their feet Sunday during @SenSchumer 's keynote address to the @israeliamerican http:// washingtonjewishweek.com/33665/tough-ta lk-for-israeli-americans/featured-slider-post/ …;;@SenSchumer @israeliamerican;;7.81229E+17;https://twitter.com/WJWeek/status/781229213986725890;;
nancyleeanne;2016-09-28 22:28;4;3;@MomsDemand @BarackObama @SenSchumer @SenWarren @repjohnlewis @SenGillibrand As a people we must not accept inaction on #gunsense . #ourfuture;;@MomsDemand @BarackObama @SenSchumer @SenWarren @repjohnlewis @SenGillibrand;#gunsense #ourfuture;7.81229E+17;https://twitter.com/nancyleeanne/status/781229106214080512;;
MCCoyCountyExec;2016-09-28 22:16;0;1;Pleased to see @SenSchumer in our corner. Thanks! https:// twitter.com/CBS6Albany/sta tus/781224942276861952 …;;@SenSchumer;;7.81226E+17;https://twitter.com/MCCoyCountyExec/status/781226151972835328;;
purpleturtle31;2016-09-28 22:09;3;3;@visibilityrick @SenSchumer we're gonna get sued by every country from arming rebels to our use of drones.;;@visibilityrick @SenSchumer;;7.81224E+17;https://twitter.com/purpleturtle31/status/781224307603103745;;
dsgoldfield22;2016-09-28 22:05;0;0;@SenSchumer And a real loss for tational thinking. The same politics that got us Clinton and Trump. Shumer, you're just stupid;;@SenSchumer;;7.81223E+17;https://twitter.com/dsgoldfield22/status/781223288030826496;;
RobertHarding;2016-09-28 22:00;0;0;. @RepJohnKatko and @SenSchumer say delaying the medical device tax helped Welch Allyn create more jobs http:// auburnpub.com/blogs/eye_on_n y/katko-schumer-delaying-medical-device-tax-allowed-welch-allyn-to/article_622e5466-85a1-11e6-b4eb-9fd12b89d272.html …;;@RepJohnKatko @SenSchumer;;7.81222E+17;https://twitter.com/RobertHarding/status/781222135565910016;;
NeboTheBear;2016-09-28 21:58;0;0;SenSchumer Schumer 1;;;;7.81222E+17;https://twitter.com/NeboTheBear/status/781221522161672192;;
loum3282360;2016-09-28 21:48;0;0;Thank you @SenSchumer for having courage to go against @BarackObama and supporting we the people https:// twitter.com/senschumer/sta tus/781165294706429952 …;;@SenSchumer @BarackObama;;7.81219E+17;https://twitter.com/loum3282360/status/781219069546598400;;
NG911Institute;2016-09-28 21:39;1;0;@SenSchumer calling for increased security of 911 communications nationwide http://www. watertowndailytimes.com/news03/schumer -calling-for-increased-security-of-911-communications-nationwide-20160922 …;;@SenSchumer;;7.81217E+17;https://twitter.com/NG911Institute/status/781216823815446528;;
aleykhat;2016-09-28 21:36;0;0;What a kick in the a$$ to the 9/11 families by lapdog @SenSchumer Fail for Bill crafter @JohnCornyn too. https:// twitter.com/brithume/statu s/781212577955057664 …;;@SenSchumer @JohnCornyn;;7.81216E+17;https://twitter.com/aleykhat/status/781215943548477440;;
anae_bliss;2016-09-28 21:22;3;2;@SenSchumer @RepPaulTonko @SenGillibrand @RepFitzpatrick pic.twitter.com/1vRdeoXOc7;;@SenSchumer @RepPaulTonko @SenGillibrand @RepFitzpatrick;;7.81212E+17;https://twitter.com/anae_bliss/status/781212474284634112;;
matt_hamilton10;2016-09-28 21:22;4;2;. @SenSchumer with the assist: Could #Albany 's @TUCenter host the NCAA Men's Basketball Tournament this winter? http://www. timesunion.com/local/article/ Schumer-with-the-assist-Could-TU-Center-host-9383372.php … pic.twitter.com/a692Nulqlj;;@SenSchumer @TUCenter;#Albany;7.81212E+17;https://twitter.com/matt_hamilton10/status/781212393061908480;;
waterblocknyc;2016-09-28 21:20;0;0;@SenSchumer @JohnCornyn we opened a can of words people are gonna start suing US for our atrocities.;;@SenSchumer @JohnCornyn;;7.81212E+17;https://twitter.com/waterblocknyc/status/781211950781005824;;
Cgnewday;2016-09-28 21:16;0;0;"Euro & Asia knows it, why not U.S.congress? Fix mistake"" extend PEM fuel cell ITC @SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon https:// twitter.com/dth_hydrogenic s/status/781133994142359557 …""";;@SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon;;7.81211E+17;https://twitter.com/Cgnewday/status/781211067321987072;;
Alohasunflowers;2016-09-28 21:11;0;1;@fowz_Ak @SenSchumer nope America is just a huge embarrassment;;@fowz_Ak @SenSchumer;;7.8121E+17;https://twitter.com/Alohasunflowers/status/781209665040293888;;
BfloBizAKline;2016-09-28 21:09;0;0;. @SenSchumer says #WNY collections agencies' new contract to collect debt for #IRS could spur creation of 600 jobs. http:// bizj.us/1oey3g;;@SenSchumer;#WNY #IRS;7.81209E+17;https://twitter.com/BfloBizAKline/status/781209278094934016;;
celestepewter;2016-09-28 21:03;0;1;@SenGillibrand & @SenSchumer https:// twitter.com/kasafc/status/ 781206678771408896 …;;@SenGillibrand @SenSchumer;;7.81208E+17;https://twitter.com/celestepewter/status/781207607239380993;;
ksmheidinger;2016-09-28 21:00;0;0;STOP. IT NOW. @SenSchumer @Everytown https:// twitter.com/CNN/status/781 206616926453760 …;;@SenSchumer @Everytown;;7.81207E+17;https://twitter.com/ksmheidinger/status/781206975996723200;;
Shoq;2016-09-28 20:55;3;1;This bill was pandering to know-nothings and @SenSchumer should resign. What a shameful FP blunder we'll pay for for decades.;;@SenSchumer;;7.81206E+17;https://twitter.com/Shoq/status/781205813759180800;;
PROMOVISIBILITY;2016-09-28 20:54;2;9;@SenSchumer I'm sorry that you had such a brain cramp Senator, but this will come back to bite America and Americans, mark my word!;;@SenSchumer;;7.81205E+17;https://twitter.com/PROMOVISIBILITY/status/781205447902658560;;
Cgnewday;2016-09-28 20:49;1;2;"We need actions more than declarations. Fix admitted mistake"" extend fuel cell ITC @SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon https:// twitter.com/fchea_news/sta tus/781192189833609216 …""";;@SenSchumer @SenJohnMcCain @JeffFlake @RepMattSalmon;;7.81204E+17;https://twitter.com/Cgnewday/status/781204190559252480;;
RobertHarding;2016-09-28 20:42;0;0;. @SenSchumer called U.S. Agriculture Secretary Tom Vilsack today to discuss potential actions against Canada over dairy trade policies.;;@SenSchumer;;7.81202E+17;https://twitter.com/RobertHarding/status/781202404058419201;;
goddessofcheese;2016-09-28 20:38;6;24;@SenSchumer So are you gonna be ok with every civilian in Afghanistan or Iraq who lost a family member or their home to a US bomb to sue us?;;@SenSchumer;;7.81201E+17;https://twitter.com/goddessofcheese/status/781201321680576512;;
Mohammed_Saud16;2016-09-28 20:32;1;0;@SenSchumer Japan,vietnam,iraq,afghanistan can't wait for jasta to be implemented so they can in turn prosecutethe u.s;;@SenSchumer;;7.812E+17;https://twitter.com/Mohammed_Saud16/status/781199806115045376;;
MilitaryRosary;2016-09-28 20:26;0;0;. @markknoller @SenSchumer the obama era is, thankfully, ending. the dems know this. they like their seats & know where the bread is buttered;;@markknoller @SenSchumer;;7.81198E+17;https://twitter.com/MilitaryRosary/status/781198442471235585;;
Rikki5582;2016-09-28 20:26;0;0;I hope that was @SenSchumer https:// twitter.com/mkraju/status/ 781197860675133440 …;;@SenSchumer;;7.81198E+17;https://twitter.com/Rikki5582/status/781198376742350848;;
InjuredBryd;2016-09-28 20:25;0;0;@cardinaldolan @chuckgrassley @dangarodnick @joenbc @sengillibrand @senschumer couldn't YOU get Bvue to look at HURT spine w LANGONE THERE?;;@cardinaldolan @chuckgrassley @dangarodnick @joenbc @sengillibrand @senschumer;;7.81198E+17;https://twitter.com/InjuredBryd/status/781198123985141760;;
3Dsean;2016-09-28 20:16;0;0;@SenSchumer I'm very disappointed in you and your actions. You've weakened our country with your folly.;;@SenSchumer;;7.81196E+17;https://twitter.com/3Dsean/status/781195925737746432;;
_Xarthos_;2016-09-28 20:08;0;1;@SenSchumer I am not sure you understand the implications or results you will get from this bill. The president is correct.;;@SenSchumer;;7.81194E+17;https://twitter.com/_Xarthos_/status/781193977877921792;;
rakananazi;2016-09-28 19:55;1;0;@SenSchumer Saudis dump all the dollars they hold. The dollar drops like a rock. This will be interesting #JASTA;;@SenSchumer;#JASTA;7.81191E+17;https://twitter.com/rakananazi/status/781190610376097792;;
rakananazi;2016-09-28 19:54;1;0;@SenSchumer Imagine the process, USA sues Saudis, Saudis drop the petro dollar and start selling oil in gold. #JASTA;;@SenSchumer;#JASTA;7.8119E+17;https://twitter.com/rakananazi/status/781190413952614400;;
quicknquirky;2016-09-28 19:50;0;0;Thank you @SenSchumer #Senate votes to override #Obama veto on 9/11 Victims Bill http:// nyti.ms/2cCutmW;;@SenSchumer;#Senate #Obama;7.81189E+17;https://twitter.com/quicknquirky/status/781189360645468160;;
quicknquirky;2016-09-28 19:45;0;0;Tears of sorrow and joy mixed together today. A bit of justice. Thank you @SenSchumer;;@SenSchumer;;7.81188E+17;https://twitter.com/quicknquirky/status/781188212853239809;;
rakananazi;2016-09-28 19:45;1;1;@SenSchumer So by this logic, how much are the Iraqi's going to sue america for? #JASTA;;@SenSchumer;#JASTA;7.81188E+17;https://twitter.com/rakananazi/status/781188172227178496;;
Omar_alhathloul;2016-09-28 19:37;1;0;@SenSchumer be ready for the drones victims in #Iraq #Yemen #Afghanistan #Pakistan .. #JASTA;;@SenSchumer;#Iraq #Yemen #Afghanistan #Pakistan #JASTA;7.81186E+17;https://twitter.com/Omar_alhathloul/status/781186003314872320;;
Oh_That_Elouise;2016-09-28 19:31;0;0;@Joseph_Karam @SenSchumer I think many people could care less about what happens abroad if their rights & safety are neglected at home.;;@Joseph_Karam @SenSchumer;;7.81184E+17;https://twitter.com/Oh_That_Elouise/status/781184499430395904;;
TXIconoclast;2016-09-28 19:30;0;0;@SenSchumer There will be no peace with Muslim Arabs in Gaza & West Bank Their goal back by Muslims worldwide is elimination of Israel;;@SenSchumer;;7.81184E+17;https://twitter.com/TXIconoclast/status/781184341653061632;;
Alfughom;2016-09-28 19:27;14;6;@SenSchumer soon Saudi Gov will allow Saudi people to sue U.S. Army for dumping uranium in Saudi during 1st gulf war. #JASTA;;@SenSchumer;#JASTA;7.81183E+17;https://twitter.com/Alfughom/status/781183478989807617;;
EnergyInDepth;2016-09-28 19:06;1;0;WATCH:. @SenSchumer (D-NY): #Democrats support #fracking http:// energyindepth.org/videos/sen-chu ck-schumer-d-ny-democrats-support-fracking/ … https://www. youtube.com/watch?v=EHBa5N _VrbU …;;@SenSchumer;#Democrats #fracking;7.81178E+17;https://twitter.com/EnergyInDepth/status/781178158158483456;;
fowz_Ak;2016-09-28 19:00;5;1;@SenSchumer what about Iraqi families? Syrian families ????? Your country is the enemy and the terror the world fear!;;@SenSchumer;;7.81177E+17;https://twitter.com/fowz_Ak/status/781176707055321089;;
costadaniel;2016-09-28 18:57;2;1;"Points about @SenSchumer & affirmative process for workers to report labor violations"" are very good ideas. (S744 was 2013 though, not 14) https:// twitter.com/newman_chris/s tatus/781166614729269248 …""";;@SenSchumer;;7.81176E+17;https://twitter.com/costadaniel/status/781176048238989312;;
DrSamStrauss;2016-09-28 18:55;0;1;@SenSchumer Not a political issue. What's right is what's right.;;@SenSchumer;;7.81176E+17;https://twitter.com/DrSamStrauss/status/781175552069607424;;
stanfordr80;2016-09-28 18:55;0;1;@SenSchumer You are correct, however P.C. is still making us pay for it. Ronald L. Stanford-Candidate for Governor of California;;@SenSchumer;;7.81175E+17;https://twitter.com/stanfordr80/status/781175424856367104;;
seungminkim;2016-09-28 18:53;0;1;JASTA buddies @JohnCornyn @SenSchumer pic.twitter.com/N5OulfDaBB;;@JohnCornyn @SenSchumer;;7.81175E+17;https://twitter.com/seungminkim/status/781174992587354113;;
PVilsoni;2016-09-28 18:52;0;5;@SenSchumer why can't the 9/11 Families sue the US Gov since they were there ones that failed to protect the people. Bush ignored warnings.;;@SenSchumer;;7.81175E+17;https://twitter.com/PVilsoni/status/781174721027112960;;
dsupervilleap;2016-09-28 18:48;0;0;. @SenSchumer : Senate override vote not done lightly but important 'that the families of the victims of 9/11 be allowed to pursue justice';;@SenSchumer;;7.81174E+17;https://twitter.com/dsupervilleap/status/781173656768557056;;
Corey1911;2016-09-28 18:46;0;0;@SenSchumer And what about everyone else? Did the Senate just make conducting foreign policy more difficult??;;@SenSchumer;;7.81173E+17;https://twitter.com/Corey1911/status/781173197035147264;;
michaelpinto;2016-09-28 18:45;0;1;@SenSchumer if the government of Saudi Arabia is responsible for 9/11 then we shouldn't be selling them arms + giving them military support;;@SenSchumer;;7.81173E+17;https://twitter.com/michaelpinto/status/781173106173964288;;
